DateTime,Command
11/10/2025 14:32,cmd: SitFlush: Begin
11/10/2025 14:30,cmd: SitFlush: Begin
11/10/2025 14:11,cmd: SitFlush: Begin
11/10/2025 12:12,cmd: SitFlush: Begin
11/10/2025 12:11,cmd: SitFlush: Begin
11/10/2025 12:11,cmd: SitFlush: Begin
11/10/2025 12:10,cmd: SitFlush: Begin
11/10/2025 11:39,cmd: SitFlush: Begin
11/10/2025 11:26,cmd: SitFlush: Begin
11/10/2025 11:04,cmd: SitFlush: Begin
11/10/2025 10:37,cmd: SitFlush: Begin
11/10/2025 10:08,cmd: SitFlush: Begin
11/7/2025 15:20,cmd: SitFlush: Begin
11/7/2025 15:18,cmd: SitFlush: Begin
11/7/2025 15:08,cmd: SitFlush: Begin
11/7/2025 15:06,cmd: SitFlush: Begin
11/7/2025 15:04,cmd: SitFlush: Begin
11/7/2025 15:03,cmd: SitFlush: Begin
11/7/2025 15:00,cmd: SitFlush: Begin
11/7/2025 14:58,cmd: SitFlush: Begin
11/7/2025 14:56,cmd: SitFlush: Begin
11/7/2025 14:54,cmd: SitFlush: Begin
11/7/2025 14:52,cmd: SitFlush: Begin
11/7/2025 14:50,cmd: SitFlush: Begin
11/7/2025 14:48,cmd: SitFlush: Begin
11/7/2025 14:47,cmd: SitFlush: Begin
11/7/2025 14:44,cmd: SitFlush: Begin
11/7/2025 14:41,cmd: SitFlush: Begin
11/7/2025 14:38,cmd: SitFlush: Begin
11/7/2025 14:35,cmd: SitFlush: Begin
11/7/2025 14:33,cmd: SitFlush: Begin
11/7/2025 14:30,cmd: SitFlush: Begin
11/7/2025 14:27,cmd: SitFlush: Begin
11/7/2025 14:24,cmd: SitFlush: Begin
11/7/2025 14:21,cmd: SitFlush: Begin
11/7/2025 14:16,cmd: SitFlush: Begin
11/7/2025 14:12,cmd: SitFlush: Begin
11/7/2025 14:09,cmd: SitFlush: Begin
11/7/2025 14:05,cmd: SitFlush: Begin
11/7/2025 14:01,cmd: SitFlush: Begin
11/7/2025 13:58,cmd: SitFlush: Begin
11/7/2025 13:54,cmd: SitFlush: Begin
11/7/2025 13:49,cmd: SitFlush: Begin
11/7/2025 13:42,cmd: SitFlush: Begin
11/7/2025 13:38,cmd: SitFlush: Begin
11/7/2025 13:33,cmd: SitFlush: Begin
11/7/2025 13:29,cmd: SitFlush: Begin
11/7/2025 13:24,cmd: SitFlush: Begin
11/7/2025 13:15,cmd: SitFlush: Begin
11/7/2025 13:01,cmd: SitFlush: Begin
11/7/2025 12:55,cmd: SitFlush: Begin
11/7/2025 12:51,cmd: SitFlush: Begin
11/7/2025 12:46,cmd: SitFlush: Begin
11/7/2025 12:41,cmd: SitFlush: Begin
11/7/2025 12:36,cmd: SitFlush: Begin
11/7/2025 12:32,cmd: SitFlush: Begin
11/7/2025 12:27,cmd: SitFlush: Begin
11/7/2025 12:22,cmd: SitFlush: Begin
11/7/2025 12:17,cmd: SitFlush: Begin
11/7/2025 12:12,cmd: SitFlush: Begin
11/7/2025 12:08,cmd: SitFlush: Begin
11/7/2025 12:03,cmd: SitFlush: Begin
11/7/2025 11:57,cmd: SitFlush: Begin
11/7/2025 11:50,cmd: SitFlush: Begin
11/7/2025 11:45,cmd: SitFlush: Begin
11/7/2025 11:39,cmd: SitFlush: Begin
11/7/2025 11:32,cmd: SitFlush: Begin
11/7/2025 11:31,cmd: SitFlush: Begin
11/7/2025 11:30,cmd: SitFlush: Begin
11/7/2025 11:30,cmd: SitFlush: Begin
11/7/2025 11:29,cmd: SitFlush: Begin
11/7/2025 11:29,cmd: SitFlush: Begin
11/7/2025 11:28,cmd: SitFlush: Begin
11/7/2025 11:28,cmd: SitFlush: Begin
11/7/2025 11:27,cmd: SitFlush: Begin
11/7/2025 11:27,cmd: SitFlush: Begin
11/7/2025 11:26,cmd: SitFlush: Begin
11/7/2025 11:25,cmd: SitFlush: Begin
11/7/2025 11:25,cmd: SitFlush: Begin
11/7/2025 11:24,cmd: SitFlush: Begin
11/7/2025 11:23,cmd: SitFlush: Begin
11/7/2025 11:23,cmd: SitFlush: Begin
11/7/2025 11:22,cmd: SitFlush: Begin
11/7/2025 11:22,cmd: SitFlush: Begin
11/7/2025 9:17,cmd: SitFlush: Begin
11/7/2025 9:16,cmd: SitFlush: Begin
11/7/2025 9:12,cmd: SitFlush: Begin
11/7/2025 9:11,cmd: SitFlush: Begin
11/7/2025 8:45,cmd: SitFlush: Begin
11/6/2025 9:48,cmd: SitFlush: Begin
11/6/2025 9:47,cmd: SitFlush: Begin
11/6/2025 9:42,cmd: SitFlush: Begin
11/6/2025 9:40,cmd: SitFlush: Begin
11/6/2025 9:08,cmd: SitFlush: Begin
11/5/2025 18:33,cmd: SitFlush: Begin
11/5/2025 18:25,cmd: SitFlush: Begin
11/5/2025 18:17,cmd: SitFlush: Begin
11/5/2025 18:10,cmd: SitFlush: Begin
11/5/2025 18:01,cmd: SitFlush: Begin
11/5/2025 17:53,cmd: SitFlush: Begin
11/5/2025 17:46,cmd: SitFlush: Begin
11/5/2025 17:41,cmd: SitFlush: Begin
11/5/2025 17:40,cmd: SitFlush: Begin
11/5/2025 17:39,cmd: SitFlush: Begin
11/5/2025 17:38,cmd: SitFlush: Begin
11/5/2025 17:37,cmd: SitFlush: Begin
11/5/2025 17:36,cmd: SitFlush: Begin
11/5/2025 17:35,cmd: SitFlush: Begin
11/5/2025 17:34,cmd: SitFlush: Begin
11/5/2025 17:33,cmd: SitFlush: Begin
11/5/2025 17:32,cmd: SitFlush: Begin
11/5/2025 17:30,cmd: SitFlush: Begin
11/5/2025 17:29,cmd: SitFlush: Begin
11/5/2025 17:28,cmd: SitFlush: Begin
11/5/2025 17:26,cmd: SitFlush: Begin
11/5/2025 17:24,cmd: SitFlush: Begin
11/5/2025 17:23,cmd: SitFlush: Begin
11/5/2025 17:21,cmd: SitFlush: Begin
11/5/2025 17:20,cmd: SitFlush: Begin
11/5/2025 17:18,cmd: SitFlush: Begin
11/5/2025 17:17,cmd: SitFlush: Begin
11/5/2025 17:15,cmd: SitFlush: Begin
11/5/2025 17:14,cmd: SitFlush: Begin
11/5/2025 17:13,cmd: SitFlush: Begin
11/5/2025 17:12,cmd: SitFlush: Begin
11/5/2025 17:08,cmd: SitFlush: Begin
11/5/2025 17:07,cmd: SitFlush: Begin
11/5/2025 17:06,cmd: SitFlush: Begin
11/5/2025 17:05,cmd: SitFlush: Begin
11/5/2025 17:03,cmd: SitFlush: Begin
11/5/2025 17:02,cmd: SitFlush: Begin
11/5/2025 17:01,cmd: SitFlush: Begin
11/5/2025 16:58,cmd: SitFlush: Begin
11/5/2025 16:55,cmd: SitFlush: Begin
11/5/2025 16:52,cmd: SitFlush: Begin
11/5/2025 16:48,cmd: SitFlush: Begin
11/5/2025 16:45,cmd: SitFlush: Begin
11/5/2025 16:41,cmd: SitFlush: Begin
11/5/2025 16:38,cmd: SitFlush: Begin
11/5/2025 13:50,cmd: SitFlush: Begin
11/5/2025 13:44,cmd: SitFlush: Begin
11/5/2025 13:38,cmd: SitFlush: Begin
11/5/2025 13:33,cmd: SitFlush: Begin
11/5/2025 13:25,cmd: SitFlush: Begin
11/5/2025 13:20,cmd: SitFlush: Begin
11/5/2025 13:15,cmd: SitFlush: Begin
11/5/2025 13:11,cmd: SitFlush: Begin
11/5/2025 13:08,cmd: SitFlush: Begin
11/5/2025 13:03,cmd: SitFlush: Begin
11/5/2025 12:58,cmd: SitFlush: Begin
11/5/2025 12:54,cmd: SitFlush: Begin
11/5/2025 12:50,cmd: SitFlush: Begin
11/5/2025 12:46,cmd: SitFlush: Begin
11/5/2025 12:42,cmd: SitFlush: Begin
11/5/2025 12:38,cmd: SitFlush: Begin
11/5/2025 12:08,cmd: SitFlush: Begin
11/5/2025 7:44,cmd: SitFlush: Begin
11/5/2025 7:42,cmd: SitFlush: Begin
11/5/2025 7:38,cmd: SitFlush: Begin
11/5/2025 7:37,cmd: SitFlush: Begin
11/5/2025 7:21,cmd: SitFlush: Begin
11/4/2025 15:39,cmd: SitFlush: Begin
11/4/2025 15:36,cmd: SitFlush: Begin
11/4/2025 15:26,cmd: SitFlush: Begin
11/4/2025 15:25,cmd: SitFlush: Begin
11/4/2025 15:23,cmd: SitFlush: Begin
11/4/2025 15:22,cmd: SitFlush: Begin
11/4/2025 15:19,cmd: SitFlush: Begin
11/4/2025 15:18,cmd: SitFlush: Begin
11/4/2025 15:16,cmd: SitFlush: Begin
11/4/2025 15:13,cmd: SitFlush: Begin
11/4/2025 14:33,cmd: SitFlush: Begin
11/4/2025 14:29,cmd: SitFlush: Begin
11/4/2025 14:18,cmd: SitFlush: Begin
11/4/2025 12:33,cmd: SitFlush: Begin
11/4/2025 12:26,cmd: SitFlush: Begin
11/4/2025 12:21,cmd: SitFlush: Begin
11/4/2025 12:19,cmd: SitFlush: Begin
11/4/2025 12:17,cmd: SitFlush: Begin
11/4/2025 12:13,cmd: SitFlush: Begin
11/4/2025 12:10,cmd: SitFlush: Begin
11/4/2025 12:07,cmd: SitFlush: Begin
11/4/2025 12:05,cmd: SitFlush: Begin
11/4/2025 12:04,cmd: SitFlush: Begin
11/4/2025 12:02,cmd: SitFlush: Begin
11/4/2025 12:01,cmd: SitFlush: Begin
11/4/2025 12:00,cmd: SitFlush: Begin
11/4/2025 11:58,cmd: SitFlush: Begin
11/4/2025 8:42,cmd: SitFlush: Begin
11/4/2025 8:35,cmd: SitFlush: Begin
11/4/2025 8:31,cmd: SitFlush: Begin
11/4/2025 8:30,cmd: SitFlush: Begin
11/4/2025 7:47,cmd: SitFlush: Begin
11/3/2025 18:40,cmd: SitFlush: Begin
11/3/2025 18:33,cmd: SitFlush: Begin
11/3/2025 18:26,cmd: SitFlush: Begin
11/3/2025 18:19,cmd: SitFlush: Begin
11/3/2025 18:17,cmd: SitFlush: Begin
11/3/2025 18:10,cmd: SitFlush: Begin
11/3/2025 18:04,cmd: SitFlush: Begin
11/3/2025 17:55,cmd: SitFlush: Begin
11/3/2025 17:50,cmd: SitFlush: Begin
11/3/2025 17:49,cmd: SitFlush: Begin
11/3/2025 17:48,cmd: SitFlush: Begin
11/3/2025 17:47,cmd: SitFlush: Begin
11/3/2025 17:46,cmd: SitFlush: Begin
11/3/2025 17:45,cmd: SitFlush: Begin
11/3/2025 17:44,cmd: SitFlush: Begin
11/3/2025 17:43,cmd: SitFlush: Begin
11/3/2025 17:42,cmd: SitFlush: Begin
11/3/2025 17:41,cmd: SitFlush: Begin
11/3/2025 17:40,cmd: SitFlush: Begin
11/3/2025 17:39,cmd: SitFlush: Begin
11/3/2025 17:37,cmd: SitFlush: Begin
11/3/2025 17:36,cmd: SitFlush: Begin
11/3/2025 17:35,cmd: SitFlush: Begin
11/3/2025 17:34,cmd: SitFlush: Begin
11/3/2025 17:33,cmd: SitFlush: Begin
11/3/2025 17:32,cmd: SitFlush: Begin
11/3/2025 17:30,cmd: SitFlush: Begin
11/3/2025 17:29,cmd: SitFlush: Begin
11/3/2025 17:28,cmd: SitFlush: Begin
11/3/2025 17:27,cmd: SitFlush: Begin
11/3/2025 17:26,cmd: SitFlush: Begin
11/3/2025 17:22,cmd: SitFlush: Begin
11/3/2025 17:21,cmd: SitFlush: Begin
11/3/2025 17:20,cmd: SitFlush: Begin
11/3/2025 17:19,cmd: SitFlush: Begin
11/3/2025 17:18,cmd: SitFlush: Begin
11/3/2025 17:17,cmd: SitFlush: Begin
11/3/2025 17:16,cmd: SitFlush: Begin
11/3/2025 17:14,cmd: SitFlush: Begin
11/3/2025 17:10,cmd: SitFlush: Begin
11/3/2025 17:06,cmd: SitFlush: Begin
11/3/2025 17:02,cmd: SitFlush: Begin
11/3/2025 16:58,cmd: SitFlush: Begin
11/3/2025 16:55,cmd: SitFlush: Begin
11/3/2025 16:51,cmd: SitFlush: Begin
11/3/2025 16:49,cmd: SitFlush: Begin
11/3/2025 16:47,cmd: SitFlush: Begin
11/3/2025 16:46,cmd: SitFlush: Begin
11/3/2025 14:58,cmd: SitFlush: Begin
11/3/2025 14:56,cmd: SitFlush: Begin
11/3/2025 14:39,cmd: SitFlush: Begin
11/3/2025 14:37,cmd: SitFlush: Begin
11/3/2025 14:35,cmd: SitFlush: Begin
11/3/2025 14:34,cmd: SitFlush: Begin
11/3/2025 14:32,cmd: SitFlush: Begin
11/3/2025 14:30,cmd: SitFlush: Begin
11/3/2025 13:15,cmd: SitFlush: Begin
11/3/2025 13:11,cmd: SitFlush: Begin
11/3/2025 13:09,cmd: SitFlush: Begin
11/3/2025 13:07,cmd: SitFlush: Begin
11/3/2025 13:06,cmd: SitFlush: Begin
11/3/2025 13:03,cmd: SitFlush: Begin
11/3/2025 13:00,cmd: SitFlush: Begin
11/3/2025 12:58,cmd: SitFlush: Begin
11/3/2025 12:56,cmd: SitFlush: Begin
11/3/2025 12:54,cmd: SitFlush: Begin
11/3/2025 12:49,cmd: SitFlush: Begin
11/3/2025 12:45,cmd: SitFlush: Begin
11/3/2025 10:51,cmd: SitFlush: Begin
11/3/2025 10:43,cmd: SitFlush: Begin
11/3/2025 10:28,cmd: SitFlush: Begin
11/3/2025 10:07,cmd: SitFlush: Begin
10/31/2025 9:09,cmd: SitFlush: Begin
10/31/2025 9:07,cmd: SitFlush: Begin
10/31/2025 9:01,cmd: SitFlush: Begin
10/31/2025 9:00,cmd: SitFlush: Begin
10/31/2025 8:50,cmd: SitFlush: Begin
10/30/2025 18:53,cmd: SitFlush: Begin
10/30/2025 15:48,cmd: SitFlush: Begin
10/30/2025 15:46,cmd: SitFlush: Begin
10/30/2025 15:44,cmd: SitFlush: Begin
10/30/2025 15:42,cmd: SitFlush: Begin
10/30/2025 15:40,cmd: SitFlush: Begin
10/30/2025 15:38,cmd: SitFlush: Begin
10/30/2025 15:36,cmd: SitFlush: Begin
10/30/2025 15:34,cmd: SitFlush: Begin
10/30/2025 15:32,cmd: SitFlush: Begin
10/30/2025 15:30,cmd: SitFlush: Begin
10/30/2025 15:28,cmd: SitFlush: Begin
10/30/2025 15:26,cmd: SitFlush: Begin
10/30/2025 15:24,cmd: SitFlush: Begin
10/30/2025 15:22,cmd: SitFlush: Begin
10/30/2025 15:20,cmd: SitFlush: Begin
10/30/2025 15:18,cmd: SitFlush: Begin
10/30/2025 15:16,cmd: SitFlush: Begin
10/30/2025 15:14,cmd: SitFlush: Begin
10/30/2025 15:12,cmd: SitFlush: Begin
10/30/2025 15:10,cmd: SitFlush: Begin
10/30/2025 15:08,cmd: SitFlush: Begin
10/30/2025 15:06,cmd: SitFlush: Begin
10/30/2025 15:04,cmd: SitFlush: Begin
10/30/2025 15:02,cmd: SitFlush: Begin
10/30/2025 14:59,cmd: SitFlush: Begin
10/30/2025 14:57,cmd: SitFlush: Begin
10/30/2025 14:55,cmd: SitFlush: Begin
10/30/2025 14:53,cmd: SitFlush: Begin
10/30/2025 14:51,cmd: SitFlush: Begin
10/30/2025 14:49,cmd: SitFlush: Begin
10/30/2025 14:47,cmd: SitFlush: Begin
10/30/2025 14:45,cmd: SitFlush: Begin
10/30/2025 14:43,cmd: SitFlush: Begin
10/30/2025 10:24,cmd: SitFlush: Begin
10/30/2025 10:19,cmd: SitFlush: Begin
10/30/2025 10:16,cmd: SitFlush: Begin
10/30/2025 10:10,cmd: SitFlush: Begin
10/30/2025 10:05,cmd: SitFlush: Begin
10/30/2025 10:00,cmd: SitFlush: Begin
10/30/2025 9:55,cmd: SitFlush: Begin
10/30/2025 9:52,cmd: SitFlush: Begin
10/30/2025 9:49,cmd: SitFlush: Begin
10/30/2025 9:44,cmd: SitFlush: Begin
10/30/2025 9:39,cmd: SitFlush: Begin
10/30/2025 9:35,cmd: SitFlush: Begin
10/30/2025 9:31,cmd: SitFlush: Begin
10/30/2025 9:28,cmd: SitFlush: Begin
10/30/2025 9:23,cmd: SitFlush: Begin
10/30/2025 9:19,cmd: SitFlush: Begin
10/30/2025 8:57,cmd: SitFlush: Begin
10/30/2025 8:04,cmd: SitFlush: Begin
10/30/2025 8:02,cmd: SitFlush: Begin
10/30/2025 7:59,cmd: SitFlush: Begin
10/30/2025 7:58,cmd: SitFlush: Begin
10/30/2025 7:51,cmd: SitFlush: Begin
10/29/2025 17:04,cmd: SitFlush: Begin
10/29/2025 16:54,cmd: SitFlush: Begin
10/29/2025 16:52,cmd: SitFlush: Begin
10/29/2025 16:50,cmd: SitFlush: Begin
